epoch,train_loss,val_loss,best_val_loss,lr,time_sec,is_best,patience,ticker,seed
1,0.398907,0.484304,0.484304,0.001,5.92,True,0,PEP,42
2,0.395555,0.48324,0.48324,0.001,5.53,True,0,PEP,42
3,0.394443,0.483165,0.483165,0.001,5.59,True,0,PEP,42
4,0.393885,0.48307,0.48307,0.001,5.54,True,0,PEP,42
5,0.397333,0.483213,0.48307,0.001,5.53,False,1,PEP,42
6,0.393746,0.482923,0.482923,0.001,5.39,True,0,PEP,42
7,0.392254,0.48283,0.48283,0.001,5.63,True,0,PEP,42
8,0.39535,0.482795,0.482795,0.001,5.62,True,0,PEP,42
9,0.393852,0.482728,0.482728,0.001,5.52,True,0,PEP,42
10,0.395127,0.482748,0.482728,0.001,5.42,False,1,PEP,42
11,0.396049,0.482709,0.482709,0.001,5.92,True,0,PEP,42
12,0.392297,0.482713,0.482709,0.001,5.55,False,1,PEP,42
13,0.393536,0.482704,0.482704,0.001,5.64,True,0,PEP,42
14,0.393392,0.482889,0.482704,0.001,5.56,False,1,PEP,42
15,0.391734,0.482846,0.482704,0.001,5.52,False,2,PEP,42
16,0.393889,0.482703,0.482703,0.0005,5.6,True,0,PEP,42
17,0.393472,0.482686,0.482686,0.0005,5.44,True,0,PEP,42
18,0.394967,0.482686,0.482686,0.0005,5.44,True,0,PEP,42
19,0.394782,0.482686,0.482686,0.0005,6.0,True,0,PEP,42
20,0.391843,0.482686,0.482686,0.0005,5.45,True,0,PEP,42
21,0.393907,0.482679,0.482679,0.0005,5.58,True,0,PEP,42
22,0.392528,0.482679,0.482679,0.0005,6.15,False,1,PEP,42
23,0.396241,0.482673,0.482673,0.0005,5.54,True,0,PEP,42
24,0.392904,0.482693,0.482673,0.0005,5.34,False,1,PEP,42
25,0.392503,0.482681,0.482673,0.0005,5.35,False,2,PEP,42
26,0.39626,0.482701,0.482673,0.0005,5.35,False,3,PEP,42
27,0.392352,0.482676,0.482673,0.0005,5.47,False,4,PEP,42
28,0.39531,0.482678,0.482673,0.00025,5.32,False,5,PEP,42
29,0.393833,0.482672,0.482672,0.00025,5.59,True,0,PEP,42
30,0.392141,0.482677,0.482672,0.00025,5.44,False,1,PEP,42
31,0.392035,0.482667,0.482667,0.00025,5.42,True,0,PEP,42
32,0.392461,0.482672,0.482667,0.00025,5.44,False,1,PEP,42
33,0.393778,0.482671,0.482667,0.00025,6.02,False,2,PEP,42
34,0.392673,0.482665,0.482665,0.000125,5.46,True,0,PEP,42
35,0.392408,0.482664,0.482664,0.000125,5.35,True,0,PEP,42
36,0.391958,0.482664,0.482664,0.000125,5.56,False,1,PEP,42
37,0.392311,0.482662,0.482662,0.000125,5.37,True,0,PEP,42
38,0.391773,0.482665,0.482662,0.000125,5.36,False,1,PEP,42
39,0.395642,0.482663,0.482662,0.000125,5.34,False,2,PEP,42
40,0.394302,0.48266,0.48266,6.25e-05,5.64,True,0,PEP,42
41,0.394876,0.482664,0.48266,6.25e-05,5.38,False,1,PEP,42
42,0.396685,0.48266,0.48266,6.25e-05,5.27,True,0,PEP,42
43,0.39277,0.482658,0.482658,6.25e-05,5.36,True,0,PEP,42
44,0.393794,0.482659,0.482658,6.25e-05,5.94,False,1,PEP,42
45,0.392508,0.482659,0.482658,6.25e-05,5.34,False,2,PEP,42
46,0.394073,0.482659,0.482658,3.125e-05,5.34,False,3,PEP,42
47,0.394708,0.482659,0.482658,3.125e-05,5.4,False,4,PEP,42
48,0.393194,0.482658,0.482658,3.125e-05,5.52,True,0,PEP,42
49,0.393622,0.482658,0.482658,3.125e-05,5.43,False,1,PEP,42
50,0.393,0.482658,0.482658,3.125e-05,5.36,False,2,PEP,42
51,0.395514,0.482662,0.482658,3.125e-05,5.36,False,3,PEP,42
52,0.393921,0.482657,0.482657,1.5625e-05,5.68,True,0,PEP,42
53,0.393636,0.482657,0.482657,1.5625e-05,5.33,True,0,PEP,42
54,0.392298,0.482657,0.482657,1.5625e-05,5.53,False,1,PEP,42
55,0.392478,0.482658,0.482657,1.5625e-05,6.35,False,2,PEP,42
56,0.393401,0.482656,0.482656,1.5625e-05,5.65,True,0,PEP,42
57,0.399121,0.482657,0.482656,1.5625e-05,5.71,False,1,PEP,42
58,0.392792,0.482656,0.482656,7.8125e-06,5.91,True,0,PEP,42
59,0.393408,0.482656,0.482656,7.8125e-06,5.66,True,0,PEP,42
60,0.392272,0.482656,0.482656,7.8125e-06,5.89,True,0,PEP,42
61,0.391184,0.482656,0.482656,7.8125e-06,5.82,False,1,PEP,42
62,0.392775,0.482656,0.482656,7.8125e-06,5.61,False,2,PEP,42
63,0.393619,0.482656,0.482656,7.8125e-06,5.64,False,3,PEP,42
64,0.392223,0.482656,0.482656,3.90625e-06,5.77,False,4,PEP,42
65,0.392954,0.482656,0.482656,3.90625e-06,5.95,False,5,PEP,42
66,0.393505,0.482656,0.482656,3.90625e-06,5.94,False,6,PEP,42
67,0.395816,0.482656,0.482656,3.90625e-06,5.73,True,0,PEP,42
68,0.396739,0.482656,0.482656,3.90625e-06,5.73,False,1,PEP,42
69,0.394694,0.482656,0.482656,3.90625e-06,5.52,True,0,PEP,42
70,0.394407,0.482656,0.482656,1.953125e-06,5.75,True,0,PEP,42
71,0.392386,0.482656,0.482656,1.953125e-06,5.55,False,1,PEP,42
72,0.391653,0.482656,0.482656,1.953125e-06,5.59,False,2,PEP,42
73,0.394191,0.482656,0.482656,1.953125e-06,5.92,False,3,PEP,42
74,0.399468,0.482656,0.482656,1.953125e-06,5.57,False,4,PEP,42
75,0.393595,0.482656,0.482656,1.953125e-06,5.67,True,0,PEP,42
76,0.392449,0.482656,0.482656,9.765625e-07,6.3,True,0,PEP,42
77,0.393773,0.482656,0.482656,9.765625e-07,5.5,True,0,PEP,42
78,0.393722,0.482656,0.482656,9.765625e-07,5.45,False,1,PEP,42
79,0.395354,0.482656,0.482656,9.765625e-07,5.71,True,0,PEP,42
80,0.394097,0.482656,0.482656,9.765625e-07,5.74,False,1,PEP,42
81,0.395164,0.482656,0.482656,9.765625e-07,5.63,False,2,PEP,42
82,0.394529,0.482656,0.482656,4.8828125e-07,5.72,True,0,PEP,42
83,0.39452,0.482656,0.482656,4.8828125e-07,5.74,False,1,PEP,42
84,0.392659,0.482656,0.482656,4.8828125e-07,5.79,False,2,PEP,42
85,0.39449,0.482656,0.482656,4.8828125e-07,5.84,False,3,PEP,42
86,0.392581,0.482656,0.482656,4.8828125e-07,5.99,True,0,PEP,42
87,0.393513,0.482656,0.482656,4.8828125e-07,5.74,False,1,PEP,42
88,0.393353,0.482656,0.482656,2.44140625e-07,5.66,True,0,PEP,42
89,0.392944,0.482656,0.482656,2.44140625e-07,5.63,False,1,PEP,42
90,0.393634,0.482656,0.482656,2.44140625e-07,5.59,False,2,PEP,42
91,0.397557,0.482656,0.482656,2.44140625e-07,5.8,True,0,PEP,42
92,0.393028,0.482656,0.482656,2.44140625e-07,5.67,False,1,PEP,42
93,0.392471,0.482656,0.482656,2.44140625e-07,5.61,False,2,PEP,42
94,0.392872,0.482656,0.482656,1.220703125e-07,5.75,False,3,PEP,42
95,0.393607,0.482656,0.482656,1.220703125e-07,5.5,False,4,PEP,42
96,0.393624,0.482656,0.482656,1.220703125e-07,5.65,False,5,PEP,42
97,0.392601,0.482656,0.482656,1.220703125e-07,6.34,False,6,PEP,42
98,0.393217,0.482656,0.482656,1.220703125e-07,5.54,False,7,PEP,42
