epoch,train_loss,val_loss,best_val_loss,lr,time_sec,is_best,patience,ticker,seed
1,0.413001,0.663839,0.663839,0.001,2.16,True,0,AAPL,100
2,0.409422,0.67862,0.663839,0.001,2.16,False,1,AAPL,100
3,0.406334,0.668337,0.663839,0.001,2.15,False,2,AAPL,100
4,0.407074,0.662347,0.662347,0.001,2.45,True,0,AAPL,100
5,0.406714,0.660742,0.660742,0.001,2.3,True,0,AAPL,100
6,0.405605,0.659779,0.659779,0.001,2.23,True,0,AAPL,100
7,0.405393,0.662997,0.659779,0.001,2.25,False,1,AAPL,100
8,0.405366,0.664588,0.659779,0.001,2.23,False,2,AAPL,100
9,0.404742,0.664359,0.659779,0.001,2.29,False,3,AAPL,100
10,0.40477,0.665237,0.659779,0.001,2.23,False,4,AAPL,100
11,0.406188,0.664571,0.659779,0.001,2.25,False,5,AAPL,100
12,0.40638,0.666616,0.659779,0.001,2.39,False,6,AAPL,100
13,0.405884,0.666856,0.659779,0.0005,2.32,False,7,AAPL,100
